PO,Line,Revision,Contract,Line.1,Revision.1,Repair/Replace/Rework,Delivery Seq,Contact,E-mail,Item Number,Item Description,PPAP Req,Due Date,Supplier Commit Date,Govt Req,Original Order Qty,Balance Due,Avail Ship Qty,Draft,Kanban Item,Ack Req,Acknowledgement Text,Del Sch Creation Date,Notes,Ship To Label,Location Name,Address 1,City,State,Zip,Country
6600640329,10,5,7000014408.0,30.0,22.0,,2,Name 1,Mail ID 2,Part 259,"LEVER, SPOILER",N,2025-10-27T00:00:00,2026-01-02T00:00:00,,3,3,3,,N ,N,accepted,2025-11-14T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600673118,10,9,7000009388.0,260.0,59.0,,1,Name 1,Mail ID 2,Part 260,"END BELL, REAR, 1"" SQ. DC MOTOR",N,2025-10-27T00:00:00,2025-11-26T00:00:00,,12,12,0,,Y ,N,ACCEPT,2025-08-12T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600665709,10,4,7000009388.0,190.0,59.0,,2,Name 1,Mail ID 2,Part 261,"HOUSING, RVDT - SIZE 8, SINGLE/FRONT,...",N,2025-11-12T00:00:00,2026-01-02T00:00:00,"CF-22-0090,-,9.000,USD163.35",9,9,9,,N ,N,ACCEPT,2025-11-19T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668432,10,5,7000009388.0,200.0,59.0,,1,Name 1,Mail ID 2,Part 262,"END BELL, RVDT - SIZE 8, SINGLE/REAR,...",N,2025-11-14T00:00:00,2025-12-10T00:00:00,"-,15.000,USD182.25;",184,184,184,,N ,N,ACCEPT,2025-07-19T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600656272,10,5,7000014408.0,10.0,22.0,,2,Name 1,Mail ID 2,Part 263,"LINK, THRUST REVERSE",N,2025-11-20T00:00:00,2025-12-18T00:00:00,,11,11,0,,N ,N,accepted,2025-10-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600662425,10,3,7000009388.0,190.0,59.0,,1,Name 1,Mail ID 2,Part 261,"HOUSING, RVDT - SIZE 8, SINGLE/FRONT,...",N,2025-11-21T00:00:00,2026-01-02T00:00:00,"CF-22-0090,-,28.000,USD508.20",37,37,37,,N ,N,ACCEPT,2025-06-14T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600663674,10,3,7000014539.0,120.0,3.0,,1,Name 1,Mail ID 2,Part 257,"PLATE, GATE",N,2025-11-26T00:00:00,2026-01-05T00:00:00,,11,11,11,,N ,N,ACCEPT,2025-06-21T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600658716,10,4,7000009388.0,270.0,59.0,,1,Name 1,Mail ID 2,Part 264,"END BELL, FRONT, 1.0 SQUARE BRAKE",N,2025-11-26T00:00:00,2026-01-07T00:00:00,,30,30,30,,N ,N,ACCEPT,2025-05-24T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600689454,10,0,7000009388.0,260.0,59.0,,1,Name 1,Mail ID 2,Part 260,"END BELL, REAR, 1"" SQ. DC MOTOR",N,2025-11-29T00:00:00,2025-11-29T00:00:00,,12,12,0,,Y ,N,ACCEPT,2025-11-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600689455,10,0,7000009388.0,260.0,59.0,,1,Name 1,Mail ID 2,Part 260,"END BELL, REAR, 1"" SQ. DC MOTOR",N,2025-11-29T00:00:00,2025-11-29T00:00:00,,12,12,0,,Y ,N,ACCEPT,2025-11-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600652963,10,1,7000001444.0,190.0,30.0,,1,Name 1,Mail ID 2,Part 265,"END BELL, RESOLVER - SIZE 11, BRUSHLE...",N,2025-12-01T00:00:00,2025-12-01T00:00:00,,30,30,0,,N ,N,accepted,2025-04-22T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600652768,10,0,7000014539.0,30.0,3.0,,1,Name 1,Mail ID 2,Part 266,"PLATE, COVER",N,2025-12-04T00:00:00,2025-12-04T00:00:00,,30,30,0,,N ,N,accepted,2025-04-19T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666370,10,4,7000009388.0,120.0,59.0,,1,Name 1,Mail ID 2,Part 267,"CLAMP, PIN,  CAPTURE LOCK, HELI-COIL ASS",N,2025-12-04T00:00:00,2026-01-07T00:00:00,,16,16,16,,N ,N,ACCEPT,2025-07-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600645113,10,4,7000012834.0,90.0,5.0,,1,Name 1,Mail ID 2,Part 268,"LEVER, THROTTLE, RIGHT",N,2025-12-04T00:00:00,2025-12-04T00:00:00,,25,25,25,,N ,N,accepted,2025-03-12T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600617459,10,14,7000015123.0,60.0,4.0,,1,Name 1,Mail ID 2,Part 254,"PLATE, GEARHEAD - PPU, SIZE 18, DUAL SEN",N,2025-12-05T00:00:00,2026-01-20T00:00:00,,20,20,20,,N ,N,Accepted,2024-10-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600689448,10,0,7000009388.0,20.0,59.0,,1,Name 1,Mail ID 2,Part 269,"COVER, REAR, RIGHT ANGLE MANUAL OVERDRIV",N,2025-12-09T00:00:00,2025-12-09T00:00:00,,9,9,9,,Y ,N,ACCEPT,2025-11-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600689449,10,0,7000009388.0,20.0,59.0,,1,Name 1,Mail ID 2,Part 269,"COVER, REAR, RIGHT ANGLE MANUAL OVERDRIV",N,2025-12-09T00:00:00,2025-12-09T00:00:00,,9,9,9,,Y ,N,ACCEPT,2025-11-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600649207,10,5,7000001444.0,110.0,30.0,,1,Name 1,Mail ID 2,Part 256,"SHAFT, ROTOR, RESOLVER - SIZE 11, FRONT",N,2025-12-09T00:00:00,2025-12-28T00:00:00,"FA8625-11-C-6600,DO-A1,4.650,USD75.20;FA8609-19-D-0007,DO-A1,3.500,USD56.60;FA8609-22-D-B010,-,2.122,USD34.31;FA8609-18-G-0002,NR-,2.528,USD40.88",90,90,90,,N ,N,accepted,2025-04-01T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600659681,10,2,7000014408.0,20.0,22.0,,1,Name 1,Mail ID 2,Part 270,"PLATE, LEVER LOCKOUT",N,2025-12-09T00:00:00,2025-12-09T00:00:00,,8,8,0,,N ,N,ACCEPT,2025-05-31T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666838,10,3,7000014408.0,100.0,22.0,,1,Name 1,Mail ID 2,Part 271,"ARM, RUDDER, LEFT AND RIGHT",N,2025-12-09T00:00:00,2025-12-09T00:00:00,,20,20,0,,N ,N,ACCEPT,2025-07-09T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600653863,10,1,7000014408.0,120.0,22.0,,1,Name 1,Mail ID 2,Part 272,"ARM, RUDDER, RIGHT",N,2025-12-09T00:00:00,2025-12-09T00:00:00,,13,13,0,,N ,N,accepted,2025-04-26T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600655139,10,1,7000009388.0,430.0,59.0,,1,Name 1,Mail ID 2,Part 273,"BRAKE STOP, DYNAMIC BRAKECDL203",N,2025-12-09T00:00:00,2025-12-09T00:00:00,,1,1,0,,N ,N,ACCEPT,2025-05-03T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600649386,10,7,7000014539.0,140.0,3.0,,1,Name 1,Mail ID 2,Part 274,"HANDLE, FLAP",Y,2025-12-10T00:00:00,2025-12-10T00:00:00,,60,60,60,,N ,N,accepted,2025-04-02T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600641816,10,4,7000009388.0,400.0,59.0,,1,Name 1,Mail ID 2,Part 275,"SLEEVE, MOUNTING, GEARHEAD - SIZE 9, ...",N,2025-12-10T00:00:00,2025-12-10T00:00:00,,15,15,15,,N ,N,accepted,2025-02-22T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600653112,10,5,7000001444.0,40.0,30.0,,1,Name 1,Mail ID 2,Part 276,"HOUSING, MACHINED",N,2025-12-11T00:00:00,2025-12-11T00:00:00,,60,60,0,,N ,N,accepted,2025-04-23T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600661066,10,0,7000014408.0,20.0,22.0,,1,Name 1,Mail ID 2,Part 270,"PLATE, LEVER LOCKOUT",N,2025-12-11T00:00:00,2025-12-11T00:00:00,,20,20,0,,N ,N,ACCEPT,2025-06-07T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600658717,10,0,7000011688.0,20.0,2.0,,1,Name 1,Mail ID 2,Part 277,"BRACKET, BRACKET, EMI SHEILD, INNER",N,2025-12-12T00:00:00,2025-12-12T00:00:00,,8,8,0,,N ,N,ACCEPT,2025-05-24T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666473,10,0,7000001444.0,100.0,30.0,,1,Name 1,Mail ID 2,Part 278,"ROTOR SHAFT, FRONT",N,2025-12-15T00:00:00,2025-12-15T00:00:00,,60,60,0,,N ,N,ACCEPT,2025-07-06T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600650081,10,1,7000011046.0,30.0,3.0,,1,Name 1,Mail ID 2,Part 279,"LOCK RING - 2.2500-16 UN-2A, O-RING S...",N,2025-12-15T00:00:00,2025-12-15T00:00:00,,150,150,150,,N ,N,accepted,2025-04-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600665538,10,0,7000001444.0,220.0,30.0,,1,Name 1,Mail ID 2,Part 280,"HOUSING, MACHINED",N,2025-12-16T00:00:00,2025-12-16T00:00:00,,60,60,60,,N ,N,ACCEPT,2025-07-02T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600652039,10,1,7000001444.0,50.0,30.0,,1,Name 1,Mail ID 2,Part 281,"HOUSING, MACHINED, INT-REAR   0.300 S...",N,2025-12-16T00:00:00,2025-12-16T00:00:00,,120,120,120,,N ,N,accepted,2025-04-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600648687,10,1,7000009388.0,170.0,59.0,,1,Name 1,Mail ID 2,Part 282,"HOUSING, 0.300 STACK HGT., NO RES, PR...",N,2025-12-16T00:00:00,2025-12-16T00:00:00,,1,1,0,,N ,N,accepted,2025-03-29T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600651698,10,1,7000009388.0,170.0,59.0,,1,Name 1,Mail ID 2,Part 282,"HOUSING, 0.300 STACK HGT., NO RES, PR...",N,2025-12-16T00:00:00,2025-12-16T00:00:00,,3,3,0,,N ,N,accepted,2025-04-14T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600648690,10,3,7000014408.0,30.0,22.0,,1,Name 1,Mail ID 2,Part 259,"LEVER, SPOILER",N,2025-12-16T00:00:00,2026-01-02T00:00:00,,7,7,7,,N ,N,accepted,2025-03-29T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668089,10,0,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2025-12-17T00:00:00,2025-12-17T00:00:00,,11,11,0,,N ,N,ACCEPT,2025-07-17T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600650080,10,3,7000001444.0,260.0,30.0,,1,Name 1,Mail ID 2,Part 284,"HOUSING ASSEMBLY, OUTER, HELICAL COIL...",N,2025-12-17T00:00:00,2025-12-17T00:00:00,,59,59,2,,N ,N,accepted,2025-04-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600672139,10,2,7000009388.0,190.0,59.0,,1,Name 1,Mail ID 2,Part 261,"HOUSING, RVDT - SIZE 8, SINGLE/FRONT,...",N,2025-12-17T00:00:00,2026-01-02T00:00:00,"CF-22-0090,-,41.000,USD744.15",59,59,59,,N ,N,ACCEPT,2025-08-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600640330,10,2,7000014408.0,50.0,22.0,,1,Name 1,Mail ID 2,Part 285,"PLATE ASSEMBLY, TRIM, GROUND - HELI-C...",N,2025-12-17T00:00:00,2025-12-17T00:00:00,,5,5,0,,N ,N,accepted,2025-02-16T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600646018,10,2,7000014408.0,130.0,22.0,,1,Name 1,Mail ID 2,Part 286,"ARM, RUDDER, LEFT",N,2025-12-17T00:00:00,2025-12-17T00:00:00,,8,8,0,,N ,N,accepted,2025-03-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600651582,10,1,7000013866.0,10.0,3.0,,1,Name 1,Mail ID 2,Part 258,"SHAFT, ROTOR, BLDC MOTOR, 4 POLE, 1.0...",N,2025-12-18T00:00:00,2025-12-18T00:00:00,,18,18,18,,N ,N,accepted,2025-04-13T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600658715,10,0,7000009388.0,170.0,59.0,,1,Name 1,Mail ID 2,Part 282,"HOUSING, 0.300 STACK HGT., NO RES, PR...",N,2025-12-18T00:00:00,2025-12-18T00:00:00,,13,13,13,,N ,N,ACCEPT,2025-05-24T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600676538,10,0,7000014408.0,10.0,22.0,,1,Name 1,Mail ID 2,Part 263,"LINK, THRUST REVERSE",N,2025-12-18T00:00:00,2025-12-18T00:00:00,,53,53,53,,N ,N,ACCEPT,2025-09-04T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600634863,10,2,7000014539.0,100.0,3.0,,1,Name 1,Mail ID 2,Part 287,"PLATE, GEAR TRAIN SUPPORT, SENSOR",N,2025-12-18T00:00:00,2025-12-18T00:00:00,,30,30,30,,N ,N,accepted,2025-01-17T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600654361,10,1,7000014408.0,70.0,22.0,,1,Name 1,Mail ID 2,Part 288,"BELLCRANK, LOWER",N,2025-12-18T00:00:00,2025-12-18T00:00:00,,10,10,10,,N ,N,accepted,2025-04-30T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600663667,10,3,7000009388.0,30.0,59.0,,1,Name 1,Mail ID 2,Part 289,"SLEEVE, BEARING SUPPORT, MOTOR - SIZE...",N,2025-12-19T00:00:00,2025-12-19T00:00:00,,55,55,55,,N ,N,ACCEPT,2025-06-21T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668434,10,0,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2025-12-19T00:00:00,2025-12-19T00:00:00,,20,20,20,,N ,N,ACCEPT,2025-07-19T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668435,10,0,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2025-12-19T00:00:00,2025-12-19T00:00:00,,30,30,30,,N ,N,ACCEPT,2025-07-19T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600664822,10,1,7000015123.0,70.0,4.0,,1,Name 1,Mail ID 2,Part 290,"SLEEVE, CONNECTOR MOUNTING,  L  BDC MOTO",N,2025-12-19T00:00:00,2025-12-19T00:00:00,,15,15,15,,N ,N,ACCEPT,2025-06-28T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600656276,10,1,7000014539.0,90.0,3.0,,1,Name 1,Mail ID 2,Part 291,"LINK, THRUST REVERSE",N,2025-12-20T00:00:00,2025-12-20T00:00:00,,12,12,12,,N ,N,accepted,2025-05-10T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600647254,10,4,7000001444.0,130.0,30.0,,1,Name 1,Mail ID 2,Part 292,"END BELL, REAR",N,2025-12-22T00:00:00,2025-12-22T00:00:00,"FA8625-11-C-6600,DO-A1,19.262,USD144.25",120,120,120,,N ,N,accepted,2025-03-22T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668255,10,0,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2025-12-22T00:00:00,2025-12-22T00:00:00,,16,16,16,,N ,N,ACCEPT,2025-07-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668702,10,1,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2025-12-22T00:00:00,2025-12-22T00:00:00,,30,30,30,,N ,N,ACCEPT,2025-07-22T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666372,10,1,7000009388.0,270.0,59.0,,1,Name 1,Mail ID 2,Part 264,"END BELL, FRONT, 1.0 SQUARE BRAKE",N,2025-12-22T00:00:00,2026-01-09T00:00:00,,47,47,47,,N ,N,ACCEPT,2025-07-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600647920,10,2,7000012834.0,40.0,5.0,,1,Name 1,Mail ID 2,Part 293,COVER,N,2025-12-23T00:00:00,2025-12-23T00:00:00,,48,48,48,,N ,N,ACCEPT,2025-03-26T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600638208,10,1,7000011046.0,20.0,3.0,,1,Name 1,Mail ID 2,Part 294,"SPACER, CONNECTOR",N,2025-12-23T00:00:00,2025-12-23T00:00:00,,210,210,210,,N ,N,accepted,2025-02-04T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600669173,10,0,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2025-12-24T00:00:00,2025-12-24T00:00:00,,10,10,10,,N ,N,ACCEPT,2025-07-24T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600656275,10,0,7000014539.0,30.0,3.0,,1,Name 1,Mail ID 2,Part 266,"PLATE, COVER",N,2025-12-24T00:00:00,2025-12-24T00:00:00,,32,32,32,,N ,N,accepted,2025-05-10T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600643302,10,3,7000012834.0,60.0,5.0,,1,Name 1,Mail ID 2,Part 295,"PAWL, NO-BACK",N,2025-12-24T00:00:00,2025-12-24T00:00:00,,246,246,246,,N ,N,accepted,2025-03-01T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600663669,10,0,7000014408.0,20.0,22.0,,1,Name 1,Mail ID 2,Part 270,"PLATE, LEVER LOCKOUT",N,2025-12-24T00:00:00,2025-12-24T00:00:00,,24,24,24,,N ,N,ACCEPT,2025-06-21T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600674138,10,1,7000014539.0,120.0,3.0,,1,Name 1,Mail ID 2,Part 257,"PLATE, GATE",N,2025-12-24T00:00:00,2026-01-05T00:00:00,,7,7,7,,N ,N,ACCEPT,2025-08-19T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600628349,10,2,7000014539.0,170.0,3.0,,1,Name 1,Mail ID 2,Part 296,"PLATE, GEAR TRAIN, SUPPORT",N,2025-12-24T00:00:00,2025-12-24T00:00:00,,7,7,7,,N ,N,ACCEPT,2024-12-06T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600660227,10,0,7000001444.0,260.0,30.0,,1,Name 1,Mail ID 2,Part 284,"HOUSING ASSEMBLY, OUTER, HELICAL COIL...",N,2025-12-29T00:00:00,2025-12-29T00:00:00,,48,48,48,,N ,N,ACCEPT,2025-06-03T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600654362,10,1,7000014408.0,70.0,22.0,,1,Name 1,Mail ID 2,Part 288,"BELLCRANK, LOWER",N,2025-12-29T00:00:00,2025-12-29T00:00:00,,18,18,18,,N ,N,accepted,2025-04-30T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600661071,10,1,7000014408.0,120.0,22.0,,1,Name 1,Mail ID 2,Part 272,"ARM, RUDDER, RIGHT",N,2025-12-29T00:00:00,2025-12-29T00:00:00,,14,14,14,,N ,N,ACCEPT,2025-06-07T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600662422,10,0,7000001444.0,80.0,30.0,,1,Name 1,Mail ID 2,Part 255,"HOUSING, DUAL WINDING",N,2025-12-30T00:00:00,2025-12-30T00:00:00,,102,102,102,,N ,N,ACCEPT,2025-06-14T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668156,10,0,,,,,1,Name 1,Mail ID 2,Part 256,"SHAFT, ROTOR, RESOLVER - SIZE 11, FRONT",N,2025-12-30T00:00:00,2025-12-30T00:00:00,,60,60,60,,N ,N,ACCEPT,2025-07-17T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600656270,10,0,7000009388.0,100.0,59.0,,1,Name 1,Mail ID 2,Part 297,"CLEVIS, REAR",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,180,180,180,,N ,N,accepted,2025-05-10T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600670140,10,4,7000014539.0,70.0,3.0,,1,Name 1,Mail ID 2,Part 298,"ARM, LINKAGE",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,13,13,13,,N ,N,ACCEPT,2025-07-29T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600665708,10,0,7000009388.0,170.0,59.0,,1,Name 1,Mail ID 2,Part 282,"HOUSING, 0.300 STACK HGT., NO RES, PR...",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,10,10,10,,N ,N,ACCEPT,2025-07-03T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666054,10,0,7000009388.0,170.0,59.0,,1,Name 1,Mail ID 2,Part 282,"HOUSING, 0.300 STACK HGT., NO RES, PR...",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,3,3,3,,N ,N,ACCEPT,2025-07-04T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600665710,10,4,7000009388.0,190.0,59.0,,1,Name 1,Mail ID 2,Part 261,"HOUSING, RVDT - SIZE 8, SINGLE/FRONT,...",N,2026-01-02T00:00:00,2026-01-02T00:00:00,"CF-22-0090,-,42.000,USD762.30",60,60,60,,N ,N,ACCEPT,2025-07-03T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600656273,10,1,7000014408.0,20.0,22.0,,1,Name 1,Mail ID 2,Part 270,"PLATE, LEVER LOCKOUT",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,8,8,8,,N ,N,ACCEPT,2025-05-10T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600651590,10,3,7000014539.0,130.0,3.0,,1,Name 1,Mail ID 2,Part 299,"LEVER, CONTROL",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,4,4,4,,N ,N,ACCEPT,2025-04-13T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
